Date,Close,High,Low,Open,Volume
2025-06-17,589.2398681640625,593.401290785268,588.480531921813,591.8826784891205,82209400
2025-06-18,589.1510620117188,592.8785866278505,588.1944885876793,590.1371879149127,76605000
2025-06-20,587.7673950195312,592.8906208578056,586.3629131433069,591.8224395288368,94051400
2025-06-23,593.572998046875,593.9586781700418,585.403509483969,588.5189525073708,87426000
2025-06-24,600.1304321289062,601.1886530620405,596.7973078378046,597.7072691809916,67735300
2025-06-25,600.4666748046875,601.940336500435,598.903972841808,601.247995602986,62114800
2025-06-26,605.1646118164062,605.5997923429508,601.7029677445283,602.3161684365299,78548400
2025-06-27,608.1712646484375,609.6350865938839,604.1360202356653,606.1635425121184,86258400
2025-06-30,611.0791015625,612.4340832221852,608.2998981128763,610.6142811588834,92502500
2025-07-01,610.8812866210938,612.0483479268365,608.7746241554748,609.6053849111585,70030100
2025-07-02,613.6505737304688,613.6901136433279,609.8526292762224,610.4757300098587,66510400
2025-07-03,618.4869995117188,619.4167005776212,615.6088560521965,615.628656191773,51065800
2025-07-07,613.8780517578125,617.1913758193931,611.0988485499288,616.5286747873084,74814500
2025-07-08,613.5418090820312,615.2923708557059,612.7307881009865,614.5406899285775,59024600
2025-07-09,617.2210083007812,617.8737488887257,614.1055045789822,615.945166968477,66113300
2025-07-10,618.9617919921875,620.000273214104,616.1825885407072,617.3595500232223,57529000
2025-07-11,616.7857666015625,618.0121678287132,614.7187046395575,615.9154056597896,63670200
2025-07-14,617.9627685546875,618.3089087938923,614.9857451789246,616.3308265898004,51898500
2025-07-15,615.3220825195312,620.9793689858044,615.242942324076,620.6431287961128,74317300
2025-07-16,617.3792724609375,617.883693134462,611.2769051241828,616.9045519994012,88987500
2025-07-17,621.1573486328125,621.5134493059918,617.3396644874989,617.557284919235,68885700
2025-07-18,620.7025146484375,622.5717567026577,619.5947932954602,622.4036365954075,65621600
2025-07-21,621.87939453125,624.6189973413707,621.4541141003111,621.87939453125,63375000
2025-07-22,621.9684448242188,622.828905853138,619.3277216791315,622.2058050575365,60046300
2025-07-23,627.2597045898438,627.2597045898438,622.8287599296668,624.6288217656338,70511000
2025-07-24,627.4674682617188,629.1785504969665,627.0421878119985,627.6454884244192,71307100
2025-07-25,630.1181030273438,630.5928838363332,627.8829206987424,628.1301809903662,56865400
2025-07-28,629.9598388671875,631.0477599275997,628.5751571845921,630.4938993278172,54917100
2025-07-29,628.2982788085938,631.6708825055948,627.3883778702398,631.3543820995848,60556300
2025-07-30,627.5070190429688,630.6917023127537,624.6189756546709,628.9509803708415,80418900
2025-07-31,625.1531372070312,632.8379457731452,623.8574957354674,632.4522656090571,103385200
2025-08-01,614.9066162109375,619.476041722763,612.5032535330552,619.4364414435403,140103600
2025-08-04,624.2530517578125,624.3024917393647,618.7243458354196,618.813325728958,73218000
2025-08-05,621.0880737304688,625.6772386500149,620.168272806011,624.8662177521945,68051400
